Operator name,cluster,Sub-cluster,line,Because,alternative,Signage,Station arrangements,Station number,Station name,Activity at the station,Name of first download station,Distance from previous station,Distance from departure station,Travel time from departure station,Long,Lat,City,Street,No. Home
Superbus,The valleys,Yokneam,18,1,2,18,10,52628,The daisy / goddess,Collect and download,-,118,2543,6.199999809,35.109955,32.661356,Yokneam Illith,The daisy,24
Superbus,The valleys,Yokneam,18,1,2,18,11,53016,The daisy / violet,Collect and download,-,148,2692,6.5,35.108777,32.661815,Yokneam Illith,The daisy,38
Superbus,The valleys,Yokneam,18,1,2,18,12,52629,The chrysanthemum / goddess,Collect and download,-,211,2904,7,35.108203,32.660321,Yokneam Illith,The chrysanthemum,44
Superbus,The valleys,Yokneam,18,1,2,18,13,59610,Heroes' Square,Collect and download,-,236,3140,7.5,35.108168,32.658638,Yokneam Illith,The heroes,21
Superbus,The valleys,Yokneam,18,1,2,18,14,59677,ORT / Rabin School,Collect and download,-,677,3818,9.600000381,35.105485,32.653681,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,18,1,2,18,15,53436,Big Center / Odem Forest,Collect and download,-,2230,6048,14.5,35.091698,32.642381,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,18,1,2,18,16,59589,Tidhar School / Odem Forest,Collect and download,-,693,6741,16,35.091405,32.638187,Yokneam Illith,Ruby forest,-
Superbus,The valleys,Yokneam,18,1,2,18,17,53500,Commercial Center / Odem Forest,Collect and download,-,207,6949,16.39999962,35.089505,32.637428,Yokneam Illith,Ruby forest,19
Superbus,The valleys,Yokneam,18,1,2,18,18,53501,Odem Forest / Meron,Collect and download,-,265,7214,17,35.087082,32.637134,Yokneam Illith,Ruby forest,5
Superbus,The valleys,Yokneam,18,1,2,18,19,54924,Hagai / Yitzhak Rabin Boulevard,Collect and download,-,1028,8242,19.60000038,35.078086,32.634752,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,18,1,2,18,20,54922,The waterfall,Collect and download,-,371,8614,20.89999962,35.079224,32.63759,Yokneam Illith,The waterfall,44
Superbus,The valleys,Yokneam,18,1,2,18,21,54919,The Valley / The Waterfall,Collect and download,-,267,8881,21.89999962,35.079735,32.639546,Yokneam Illith,The valley,42
Superbus,The valleys,Yokneam,18,1,2,18,22,54917,The valley,Collect and download,-,295,9176,22.5,35.082013,32.640801,Yokneam Illith,The valley,43
Superbus,The valleys,Yokneam,18,1,2,18,23,56177,The valley / raspberry,Collect and download,-,348,9525,23.29999924,35.080748,32.638408,Yokneam Illith,The valley,13
Superbus,The valleys,Yokneam,18,1,2,18,24,51243,Education Campus,Download Only,-,164,9689,23.60000038,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,18,2,0,18,1,51243,Education Campus,Collect only,The valley / raspberry,0,0,0,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,18,2,0,18,2,54920,The valley / raspberry,Collect and download,The valley,479,479,1.216666698,35.08141,32.638888,Yokneam Illith,The valley,8
Superbus,The valleys,Yokneam,18,2,0,18,3,54918,The valley,Collect and download,The waterfall / valley,334,813,1.950000048,35.081336,32.640936,Yokneam Illith,The valley,36
Superbus,The valleys,Yokneam,18,2,0,18,4,56178,The waterfall / valley,Collect and download,The waterfall,338,1151,2.75,35.079135,32.638974,Yokneam Illith,The waterfall,50
Superbus,The valleys,Yokneam,18,2,0,18,5,54923,The waterfall,Collect and download,Hagai / Yitzhak Rabin Boulevard,225,1376,3.650000095,35.079084,32.636986,Yokneam Illith,The waterfall,11
Superbus,The valleys,Yokneam,18,2,0,18,6,54925,Hagai / Yitzhak Rabin Boulevard,Collect and download,Odem Forest / Avital,320,1696,4.716666698,35.077991,32.634811,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,18,2,0,18,7,56175,Odem Forest / Avital,Collect and download,Commercial Center / Odem Forest,939,2635,6.699999809,35.085949,32.637155,Yokneam Illith,Ruby forest,4
Superbus,The valleys,Yokneam,18,2,0,18,8,56174,Commercial Center / Odem Forest,Collect and download,Tidhar School / Odem Forest,297,2932,7.349999905,35.08947,32.637397,Yokneam Illith,Ruby forest,26
Superbus,The valleys,Yokneam,18,2,0,18,9,56173,Tidhar School / Odem Forest,Collect and download,Commercial Center / Yitzhak Rabin Boulevard,268,3200,7.933333397,35.091275,32.638131,Yokneam Illith,Ruby forest,36
Superbus,The valleys,Yokneam,18,2,0,18,10,53437,Commercial Center / Yitzhak Rabin Boulevard,Collect and download,Municipal / Country Library,912,4112,9.933333397,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,18,2,0,18,11,53444,Municipal / Country Library,Collect and download,Tennis / Oak Center,324,4436,10.91666698,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,18,2,0,18,12,53333,Tennis / Oak Center,Collect and download,Cedar / Oak School,265,4701,11.9333334,35.093494,32.647355,Yokneam Illith,The oaks,37
Superbus,The valleys,Yokneam,18,2,0,18,13,53334,Cedar / Oak School,Collect and download,The oaks / dudas,262,4963,13.0666666,35.09587,32.648535,Yokneam Illith,The oaks,31
Superbus,The valleys,Yokneam,18,2,0,18,14,53335,The oaks / dudas,Collect and download,The oaks / orchids,360,5323,14.41666698,35.098816,32.650438,Yokneam Illith,The oaks,30
Superbus,The valleys,Yokneam,18,2,0,18,15,53447,The oaks / orchids,Collect and download,Hall of Culture / Oak,261,5584,15.46666622,35.101491,32.651083,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,18,2,0,18,16,53446,Hall of Culture / Oak,Collect and download,Downtown / ORT High School,249,5833,16.5,35.10324,32.652667,Yokneam Illith,The oaks,9
Superbus,The valleys,Yokneam,18,2,0,18,17,59597,Downtown / ORT High School,Collect and download,The Heroes / The Method,282,6115,17.63333321,35.104705,32.654495,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,18,2,0,18,18,52259,The Heroes / The Method,Collect and download,Heroes' Square / Jasmine,177,6292,18.48333359,35.105776,32.655449,Yokneam Illith,The heroes,2
Superbus,The valleys,Yokneam,18,2,0,18,19,52632,Heroes' Square / Jasmine,Collect and download,Jasmine / Roses,564,6856,19.71666718,35.109436,32.659015,Yokneam Illith,Jasmine,4
Superbus,The valleys,Yokneam,18,2,0,18,20,53331,Jasmine / Roses,Collect and download,Jasmine / Anemones,310,7166,20.39999962,35.111433,32.657056,Yokneam Illith,Jasmine,22
Superbus,The valleys,Yokneam,18,2,0,18,21,52633,Jasmine / Anemones,Collect and download,The jasmine / daffodils,238,7404,20.91666603,35.112866,32.656212,Yokneam Illith,Jasmine,44
Superbus,The valleys,Yokneam,18,2,0,18,22,52634,The jasmine / daffodils,Collect and download,Oranim / Lilach School,307,7711,21.58333397,35.111698,32.658611,Yokneam Illith,Jasmine,53
Superbus,The valleys,Yokneam,18,2,0,18,23,52635,Oranim / Lilach School,Collect and download,The daisy / lilac,119,7830,21.85000038,35.111056,32.659527,Yokneam Illith,lilac,6
Superbus,The valleys,Yokneam,18,2,0,18,24,53330,The daisy / lilac,Collect and download,The daisy / goddess,114,7944,22.06666756,35.110394,32.660364,Yokneam Illith,The daisy,18
Superbus,The valleys,Yokneam,18,2,0,18,25,52628,The daisy / goddess,Collect and download,The daisy / violet,119,8063,22.31666756,35.109955,32.661356,Yokneam Illith,The daisy,24
Superbus,The valleys,Yokneam,18,2,0,18,26,53016,The daisy / violet,Collect and download,The chrysanthemum / goddess,148,8211,22.70000076,35.108777,32.661815,Yokneam Illith,The daisy,38
Superbus,The valleys,Yokneam,18,2,0,18,27,52629,The chrysanthemum / goddess,Collect and download,Heroes' Square,212,8423,23.13333321,35.108203,32.660321,Yokneam Illith,The chrysanthemum,44
Superbus,The valleys,Yokneam,18,2,0,18,28,59610,Heroes' Square,Collect and download,The Date / Heroes,236,8659,23.64999962,35.108168,32.658638,Yokneam Illith,The heroes,21
Superbus,The valleys,Yokneam,18,2,0,18,29,52626,The Date / Heroes,Collect and download,The date / bell,542,9201,24.85000038,35.105541,32.65588,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,18,2,0,18,30,52258,The date / bell,Collect and download,G Mall Terminal / Download,375,9576,25.66666603,35.106778,32.658907,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,18,2,0,18,31,56256,G Mall Terminal / Download,Download Only,-,654,10230,29.83333397,35.104277,32.658883,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,19,1,0,19,1,59696,G / Terminal Mall Terminal,Collect only,The date / fig,0,0,0,35.105683,32.659552,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,19,1,0,19,2,52255,The date / fig,Collect and download,Information Center / Oaks,325,325,1.666666627,35.106661,32.658228,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,19,1,0,19,3,59679,Information Center / Oaks,Collect and download,Hall of Culture / Oak,665,990,3.900000095,35.103609,32.653514,Yokneam Illith,The oaks,4
Superbus,The valleys,Yokneam,19,1,0,19,4,53451,Hall of Culture / Oak,Collect and download,The oaks / orchids,217,1207,4.766666889,35.102644,32.651752,Yokneam Illith,The oaks,10
Superbus,The valleys,Yokneam,19,1,0,19,5,59680,The oaks / orchids,Collect and download,The oaks / dudas,260,1467,5.816666603,35.100178,32.650783,Yokneam Illith,The oaks,26
Superbus,The valleys,Yokneam,19,1,0,19,6,53449,The oaks / dudas,Collect and download,Cedar / Oak School,227,1694,6.716666698,35.098154,32.649836,Yokneam Illith,The oaks,34
Superbus,The valleys,Yokneam,19,1,0,19,7,53450,Cedar / Oak School,Collect and download,Tennis / Oak Center,177,1871,7.433333397,35.09656,32.649094,Yokneam Illith,The oaks,44
Superbus,The valleys,Yokneam,19,1,0,19,8,59682,Tennis / Oak Center,Collect and download,Municipal / Country Library,413,2284,9.083333015,35.09291,32.647096,Yokneam Illith,The oaks,68
Superbus,The valleys,Yokneam,19,1,0,19,9,53445,Municipal / Country Library,Collect and download,The Tabor / Peace Valley,322,2606,10.36666679,35.092112,32.644997,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,19,1,0,19,10,56168,The Tabor / Peace Valley,Collect and download,Hatvor / Yodfat,436,3042,11.48333359,35.095076,32.643897,Yokneam Illith,The Tabor,-
Superbus,The valleys,Yokneam,19,1,0,19,11,56165,Hatvor / Yodfat,Collect and download,Peace Valley / Gilboa,365,3407,12.16666698,35.097522,32.645973,Yokneam Illith,The Tabor,31
Superbus,The valleys,Yokneam,19,1,0,19,12,56166,Peace Valley / Gilboa,Collect and download,Peace Valley / Scouts,347,3754,13,35.09838,32.64425,Yokneam Illith,Peace Valley,-
Superbus,The valleys,Yokneam,19,1,0,19,13,56167,Peace Valley / Scouts,Collect and download,Jordan / Yitzhak Rabin Boulevard,269,4023,13.61666679,35.096046,32.643017,Yokneam Illith,Peace Valley,42
Superbus,The valleys,Yokneam,19,1,0,19,14,56172,Jordan / Yitzhak Rabin Boulevard,Collect and download,Jordan / Strait,891,4914,15.5666666,35.08962,32.642133,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,0,19,15,56170,Jordan / Strait,Collect and download,Jordan / Sion,238,5152,16.06666756,35.088925,32.643358,Yokneam Illith,Jordan,1
Superbus,The valleys,Yokneam,19,1,0,19,16,56169,Jordan / Sion,Collect and download,Jordan / Dalyot,241,5393,16.63333321,35.087954,32.644967,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,0,19,17,56171,Jordan / Dalyot,Collect and download,Jordan / Arbel,440,5833,17.54999924,35.086379,32.642588,Yokneam Illith,Jordan,62
Superbus,The valleys,Yokneam,19,1,0,19,18,56176,Jordan / Arbel,Collect and download,Rabin / Jordan Blvd.,506,6339,18.68333244,35.084059,32.639419,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,0,19,19,59585,Rabin / Jordan Blvd.,Collect and download,Hagai / Yitzhak Rabin Boulevard,178,6517,19.08333397,35.085011,32.638362,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,1,0,19,20,54924,Hagai / Yitzhak Rabin Boulevard,Collect and download,The waterfall,922,7439,21.08333397,35.078086,32.634752,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,19,1,0,19,21,54922,The waterfall,Collect and download,The Valley / The Waterfall,371,7810,22.29999924,35.079224,32.63759,Yokneam Illith,The waterfall,44
Superbus,The valleys,Yokneam,19,1,0,19,22,54919,The Valley / The Waterfall,Collect and download,The valley,267,8077,23.29999924,35.079735,32.639546,Yokneam Illith,The valley,42
Superbus,The valleys,Yokneam,19,1,0,19,23,54917,The valley,Collect and download,The valley / raspberry,296,8373,23.95000076,35.082013,32.640801,Yokneam Illith,The valley,43
Superbus,The valleys,Yokneam,19,1,0,19,24,56177,The valley / raspberry,Collect and download,Education Campus,348,8721,24.70000076,35.080748,32.638408,Yokneam Illith,The valley,13
Superbus,The valleys,Yokneam,19,1,0,19,25,51243,Education Campus,Download Only,-,164,8885,25.03333282,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,19,1,1,19,1,54958,The Carmel / the future,Collect only,Osem Junction to the north,0,0,0,35.097946,32.657328,Yokneam Illith,The Carmel,-
Superbus,The valleys,Yokneam,19,1,1,19,2,56342,Osem Junction to the north,Collect and download,G / Terminal Mall Terminal,406,406,1.350000024,35.101721,32.657593,Yokneam Illith,70,-
Superbus,The valleys,Yokneam,19,1,1,19,3,59696,G / Terminal Mall Terminal,Collect and download,The date / fig,526,932,2.983333349,35.105683,32.659552,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,19,1,1,19,4,52255,The date / fig,Collect and download,Information Center / Oaks,325,1257,4.050000191,35.106661,32.658228,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,19,1,1,19,5,59679,Information Center / Oaks,Collect and download,Hall of Culture / Oak,666,1923,6.283333302,35.103609,32.653514,Yokneam Illith,The oaks,4
Superbus,The valleys,Yokneam,19,1,1,19,6,53451,Hall of Culture / Oak,Collect and download,The oaks / orchids,217,2140,7.150000095,35.102644,32.651752,Yokneam Illith,The oaks,10
Superbus,The valleys,Yokneam,19,1,1,19,7,59680,The oaks / orchids,Collect and download,The oaks / dudas,260,2400,8.183333397,35.100178,32.650783,Yokneam Illith,The oaks,26
Superbus,The valleys,Yokneam,19,1,1,19,8,53449,The oaks / dudas,Collect and download,Cedar / Oak School,226,2626,9.100000381,35.098154,32.649836,Yokneam Illith,The oaks,34
Superbus,The valleys,Yokneam,19,1,1,19,9,53450,Cedar / Oak School,Collect and download,Tennis / Oak Center,178,2804,9.800000191,35.09656,32.649094,Yokneam Illith,The oaks,44
Superbus,The valleys,Yokneam,19,1,1,19,10,59682,Tennis / Oak Center,Collect and download,Municipal / Country Library,413,3217,11.44999981,35.09291,32.647096,Yokneam Illith,The oaks,68
Superbus,The valleys,Yokneam,19,1,1,19,11,53445,Municipal / Country Library,Collect and download,The Tabor / Peace Valley,322,3539,12.75,35.092112,32.644997,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,19,1,1,19,12,56168,The Tabor / Peace Valley,Collect and download,Hatvor / Yodfat,436,3975,13.85000038,35.095076,32.643897,Yokneam Illith,The Tabor,-
Superbus,The valleys,Yokneam,19,1,1,19,13,56165,Hatvor / Yodfat,Collect and download,Peace Valley / Gilboa,364,4339,14.55000019,35.097522,32.645973,Yokneam Illith,The Tabor,31
Superbus,The valleys,Yokneam,19,1,1,19,14,56166,Peace Valley / Gilboa,Collect and download,Peace Valley / Scouts,348,4687,15.38333321,35.09838,32.64425,Yokneam Illith,Peace Valley,-
Superbus,The valleys,Yokneam,19,1,1,19,15,56167,Peace Valley / Scouts,Collect and download,Jordan / Yitzhak Rabin Boulevard,268,4955,15.98333359,35.096046,32.643017,Yokneam Illith,Peace Valley,42
Superbus,The valleys,Yokneam,19,1,1,19,16,56172,Jordan / Yitzhak Rabin Boulevard,Collect and download,Jordan / Strait,891,5846,17.93333244,35.08962,32.642133,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,1,19,17,56170,Jordan / Strait,Collect and download,Jordan / Sion,239,6085,18.45000076,35.088925,32.643358,Yokneam Illith,Jordan,1
Superbus,The valleys,Yokneam,19,1,1,19,18,56169,Jordan / Sion,Collect and download,Jordan / Dalyot,240,6325,19,35.087954,32.644967,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,1,19,19,56171,Jordan / Dalyot,Collect and download,Jordan / Arbel,441,6766,19.93333244,35.086379,32.642588,Yokneam Illith,Jordan,62
Superbus,The valleys,Yokneam,19,1,1,19,20,56176,Jordan / Arbel,Collect and download,Rabin / Jordan Blvd.,506,7272,21.06666756,35.084059,32.639419,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,1,1,19,21,59585,Rabin / Jordan Blvd.,Collect and download,Hagai / Yitzhak Rabin Boulevard,177,7449,21.45000076,35.085011,32.638362,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,1,1,19,22,54924,Hagai / Yitzhak Rabin Boulevard,Collect and download,The waterfall,922,8371,23.45000076,35.078086,32.634752,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,19,1,1,19,23,54922,The waterfall,Collect and download,The Valley / The Waterfall,372,8743,24.66666603,35.079224,32.63759,Yokneam Illith,The waterfall,44
Superbus,The valleys,Yokneam,19,1,1,19,24,54919,The Valley / The Waterfall,Collect and download,The valley,267,9010,25.66666603,35.079735,32.639546,Yokneam Illith,The valley,42
Superbus,The valleys,Yokneam,19,1,1,19,25,54917,The valley,Collect and download,The valley / raspberry,295,9305,26.31666756,35.082013,32.640801,Yokneam Illith,The valley,43
Superbus,The valleys,Yokneam,19,1,1,19,26,56177,The valley / raspberry,Collect and download,Education Campus,349,9654,27.06666756,35.080748,32.638408,Yokneam Illith,The valley,13
Superbus,The valleys,Yokneam,19,1,1,19,27,51243,Education Campus,Download Only,-,164,9818,27.41666603,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,19,2,0,19,1,51243,Education Campus,Collect only,The valley / raspberry,0,0,0,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,19,2,0,19,2,54920,The valley / raspberry,Collect and download,The valley,479,479,1.216666698,35.08141,32.638888,Yokneam Illith,The valley,8
Superbus,The valleys,Yokneam,19,2,0,19,3,54918,The valley,Collect and download,The waterfall / valley,334,813,1.950000048,35.081336,32.640936,Yokneam Illith,The valley,36
Superbus,The valleys,Yokneam,19,2,0,19,4,56178,The waterfall / valley,Collect and download,The waterfall,338,1151,2.75,35.079135,32.638974,Yokneam Illith,The waterfall,50
Superbus,The valleys,Yokneam,19,2,0,19,5,54923,The waterfall,Collect and download,Hagai / Yitzhak Rabin Boulevard,225,1376,3.650000095,35.079084,32.636986,Yokneam Illith,The waterfall,11
Superbus,The valleys,Yokneam,19,2,0,19,6,54925,Hagai / Yitzhak Rabin Boulevard,Collect and download,Yitzhak Rabin Blvd. / Odem Forest,320,1696,4.716666698,35.077991,32.634811,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,19,2,0,19,7,53502,Yitzhak Rabin Blvd. / Odem Forest,Collect and download,Jordan / Hasbani,892,2588,6.599999905,35.084861,32.637567,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,0,19,8,53438,Jordan / Hasbani,Collect and download,Jordan / Banias,294,2882,7.25,35.084142,32.639466,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,0,19,9,53439,Jordan / Banias,Collect and download,Jordan / Dalyot,166,3048,7.616666794,35.083875,32.640806,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,0,19,10,53440,Jordan / Dalyot,Collect and download,Jordan / Sion,294,3342,8.25,35.086063,32.642333,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,0,19,11,53441,Jordan / Sion,Collect and download,Jordan / Sion,190,3532,8.666666985,35.086689,32.643876,Yokneam Illith,Jordan,43
Superbus,The valleys,Yokneam,19,2,0,19,12,53442,Jordan / Sion,Collect and download,Jordan / Strait,335,3867,9.399999619,35.087946,32.644427,Yokneam Illith,Jordan,15
Superbus,The valleys,Yokneam,19,2,0,19,13,53443,Jordan / Strait,Collect and download,Rabin / Jordan Blvd.,201,4068,9.833333015,35.089195,32.643343,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,0,19,14,59588,Rabin / Jordan Blvd.,Collect and download,Commercial Center / Yitzhak Rabin Boulevard,378,4446,10.64999962,35.090026,32.641802,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,0,19,15,53437,Commercial Center / Yitzhak Rabin Boulevard,Collect and download,Peace Valley / Gilad,312,4758,11.33333302,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,0,19,16,57907,Peace Valley / Gilad,Collect and download,Peace Valley / Tabor,485,5243,12.39999962,35.096849,32.643176,Yokneam Illith,Peace Valley,48
Superbus,The valleys,Yokneam,19,2,0,19,17,53613,Peace Valley / Tabor,Collect and download,HaTavor / HaBashan,264,5507,12.88333321,35.098917,32.644723,Yokneam Illith,Peace Valley,84
Superbus,The valleys,Yokneam,19,2,0,19,18,57905,HaTavor / HaBashan,Collect and download,The Tabor / Sinai,252,5759,13.51666641,35.098144,32.646035,Yokneam Illith,The Tabor,20
Superbus,The valleys,Yokneam,19,2,0,19,19,57906,The Tabor / Sinai,Collect and download,Municipal / Country Library,295,6054,14.16666698,35.09559,32.644962,Yokneam Illith,The Tabor,43
Superbus,The valleys,Yokneam,19,2,0,19,20,53444,Municipal / Country Library,Collect and download,Tennis / Oak Center,634,6688,15.83333302,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,19,2,0,19,21,53333,Tennis / Oak Center,Collect and download,Cedar / Oak School,265,6953,16.83333397,35.093494,32.647355,Yokneam Illith,The oaks,37
Superbus,The valleys,Yokneam,19,2,0,19,22,53334,Cedar / Oak School,Collect and download,The oaks / dudas,261,7214,17.98333359,35.09587,32.648535,Yokneam Illith,The oaks,31
Superbus,The valleys,Yokneam,19,2,0,19,23,53335,The oaks / dudas,Collect and download,The oaks / orchids,360,7574,19.31666756,35.098816,32.650438,Yokneam Illith,The oaks,30
Superbus,The valleys,Yokneam,19,2,0,19,24,53447,The oaks / orchids,Collect and download,Hall of Culture / Oak,262,7836,20.36666679,35.101491,32.651083,Yokneam Illith,The oaks,-
Superbus,The valleys,Yokneam,19,2,0,19,25,53446,Hall of Culture / Oak,Collect and download,Downtown / ORT High School,249,8085,21.39999962,35.10324,32.652667,Yokneam Illith,The oaks,9
Superbus,The valleys,Yokneam,19,2,0,19,26,59597,Downtown / ORT High School,Collect and download,The Date / Heroes,281,8366,22.54999924,35.104705,32.654495,Yokneam Illith,Hayovel Boulevard,-
Superbus,The valleys,Yokneam,19,2,0,19,27,52626,The Date / Heroes,Collect and download,The date / bell,193,8559,23.43333244,35.105541,32.65588,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,19,2,0,19,28,52258,The date / bell,Collect and download,G Mall Terminal / Download,375,8934,24.25,35.106778,32.658907,Yokneam Illith,The date,-
Superbus,The valleys,Yokneam,19,2,0,19,29,56256,G Mall Terminal / Download,Download Only,-,654,9588,28.39999962,35.104277,32.658883,Yokneam Illith, ,-
Superbus,The valleys,Yokneam,19,2,1,19,1,51243,Education Campus,Collect only,The valley / raspberry,0,0,0,35.080419,32.637083,Yokneam Illith,The valley,7
Superbus,The valleys,Yokneam,19,2,1,19,2,54920,The valley / raspberry,Collect and download,The valley,479,479,1.216666698,35.08141,32.638888,Yokneam Illith,The valley,8
Superbus,The valleys,Yokneam,19,2,1,19,3,54918,The valley,Collect and download,The waterfall / valley,334,813,1.950000048,35.081336,32.640936,Yokneam Illith,The valley,36
Superbus,The valleys,Yokneam,19,2,1,19,4,56178,The waterfall / valley,Collect and download,The waterfall,338,1151,2.75,35.079135,32.638974,Yokneam Illith,The waterfall,50
Superbus,The valleys,Yokneam,19,2,1,19,5,54923,The waterfall,Collect and download,Hagai / Yitzhak Rabin Boulevard,225,1376,3.650000095,35.079084,32.636986,Yokneam Illith,The waterfall,11
Superbus,The valleys,Yokneam,19,2,1,19,6,54925,Hagai / Yitzhak Rabin Boulevard,Collect and download,Yitzhak Rabin Blvd. / Odem Forest,320,1696,4.716666698,35.077991,32.634811,Yokneam Illith,The valley,-
Superbus,The valleys,Yokneam,19,2,1,19,7,53502,Yitzhak Rabin Blvd. / Odem Forest,Collect and download,Jordan / Hasbani,892,2588,6.599999905,35.084861,32.637567,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,1,19,8,53438,Jordan / Hasbani,Collect and download,Jordan / Banias,294,2882,7.25,35.084142,32.639466,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,1,19,9,53439,Jordan / Banias,Collect and download,Jordan / Dalyot,166,3048,7.616666794,35.083875,32.640806,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,1,19,10,53440,Jordan / Dalyot,Collect and download,Jordan / Sion,294,3342,8.25,35.086063,32.642333,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,1,19,11,53441,Jordan / Sion,Collect and download,Jordan / Sion,190,3532,8.666666985,35.086689,32.643876,Yokneam Illith,Jordan,43
Superbus,The valleys,Yokneam,19,2,1,19,12,53442,Jordan / Sion,Collect and download,Jordan / Strait,335,3867,9.399999619,35.087946,32.644427,Yokneam Illith,Jordan,15
Superbus,The valleys,Yokneam,19,2,1,19,13,53443,Jordan / Strait,Collect and download,Rabin / Jordan Blvd.,201,4068,9.833333015,35.089195,32.643343,Yokneam Illith,Jordan,-
Superbus,The valleys,Yokneam,19,2,1,19,14,59588,Rabin / Jordan Blvd.,Collect and download,Commercial Center / Yitzhak Rabin Boulevard,378,4446,10.64999962,35.090026,32.641802,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,1,19,15,53437,Commercial Center / Yitzhak Rabin Boulevard,Collect and download,Peace Valley / Gilad,312,4758,11.33333302,35.09225,32.643795,Yokneam Illith,Yitzhak Rabin Boulevard,-
Superbus,The valleys,Yokneam,19,2,1,19,16,57907,Peace Valley / Gilad,Collect and download,Peace Valley / Tabor,485,5243,12.39999962,35.096849,32.643176,Yokneam Illith,Peace Valley,48
Superbus,The valleys,Yokneam,19,2,1,19,17,53613,Peace Valley / Tabor,Collect and download,HaTavor / HaBashan,264,5507,12.88333321,35.098917,32.644723,Yokneam Illith,Peace Valley,84
Superbus,The valleys,Yokneam,19,2,1,19,18,57905,HaTavor / HaBashan,Collect and download,The Tabor / Sinai,252,5759,13.51666641,35.098144,32.646035,Yokneam Illith,The Tabor,20
Superbus,The valleys,Yokneam,19,2,1,19,19,57906,The Tabor / Sinai,Collect and download,Municipal / Country Library,295,6054,14.16666698,35.09559,32.644962,Yokneam Illith,The Tabor,43
Superbus,The valleys,Yokneam,19,2,1,19,20,53444,Municipal / Country Library,Collect and download,Tennis / Oak Center,634,6688,15.83333302,35.091787,32.645815,Yokneam Illith,The oaks,76
Superbus,The valleys,Yokneam,19,2,1,19,21,53333,Tennis / Oak Center,Collect and download,Cedar / Oak School,265,6953,16.83333397,35.093494,32.647355,Yokneam Illith,The oaks,37
Superbus,The valleys,Yokneam,19,2,1,19,22,53334,Cedar / Oak School,Collect and download,The oaks / dudas,261,7214,17.98333359,35.09587,32.648535,Yokneam Illith,The oaks,31
